Priority;Hard to Reach Access Methods;Shelter Cluster Hub;Last Update;District HLCIT  Code;VDC / Municipality HLCIT  Code;Implementing agency;Sourcing Agency;Local partner agency;District;VDC / Municipalities;Municipal Ward;Action type;Action description;Targeting;# Items / # Man-hours / NPR;Total Number Households;Average cost per households (NPR);Female headed households;Vulnerable Caste / Ethnicity households ;Activity Status;Start date;Completion Date;Additional Comments
Priority;;West;25/05/2015;524 2 05 30;524 2 05 30 5 048;United Mission to Nepal;;Chandra Jyoti Integrated Development Society;Dhading;Jiwanpur;8;NFI;Household kits (excluding tarpaulins);;316;316;;;;Completed;14/05/2015;14/05/2015;
Priority;;West;25/05/2015;524 2 05 30;524 2 05 30 5 048;United Mission to Nepal;;Chandra Jyoti Integrated Development Society;Dhading;Jiwanpur;9;NFI;Household kits (excluding tarpaulins);;367;367;;;;Completed;14/05/2015;14/05/2015;
Priority;;West;25/05/2015;524 2 05 30;524 2 05 30 5 048;United Mission to Nepal;;Chandra Jyoti Integrated Development Society;Dhading;Jiwanpur;4;Shelter;Tarpaulin;;121;121;;;;Completed;14/05/2015;14/05/2015;
Priority;;West;25/05/2015;524 2 05 30;524 2 05 30 5 048;United Mission to Nepal;;Chandra Jyoti Integrated Development Society;Dhading;Jiwanpur;1;Shelter;Tarpaulin;;124;124;;;;Completed;14/05/2015;14/05/2015;
Priority;;West;25/05/2015;524 2 05 30;524 2 05 30 5 048;United Mission to Nepal;;Chandra Jyoti Integrated Development Society;Dhading;Jiwanpur;7;Shelter;Tarpaulin;;193;193;;;;Completed;14/05/2015;14/05/2015;
Priority;;West;25/05/2015;524 2 05 30;524 2 05 30 5 048;United Mission to Nepal;;Chandra Jyoti Integrated Development Society;Dhading;Jiwanpur;2;Shelter;Tarpaulin;;200;200;;;;Completed;14/05/2015;14/05/2015;
Priority;;West;25/05/2015;524 2 05 30;524 2 05 30 5 048;United Mission to Nepal;;Chandra Jyoti Integrated Development Society;Dhading;Jiwanpur;3;Shelter;Tarpaulin;;207;207;;;;Completed;14/05/2015;14/05/2015;
Priority;;West;25/05/2015;524 2 05 30;524 2 05 30 5 048;United Mission to Nepal;;Chandra Jyoti Integrated Development Society;Dhading;Jiwanpur;5;Shelter;Tarpaulin;;223;223;;;;Completed;14/05/2015;14/05/2015;
Priority;;West;25/05/2015;524 2 05 30;524 2 05 30 5 048;United Mission to Nepal;;Chandra Jyoti Integrated Development Society;Dhading;Jiwanpur;6;Shelter;Tarpaulin;;234;234;;;;Completed;14/05/2015;14/05/2015;
Priority;;West;25/05/2015;524 2 05 30;524 2 05 30 5 048;United Mission to Nepal;;Chandra Jyoti Integrated Development Society;Dhading;Jiwanpur;8;Shelter;Tarpaulin;;316;316;;;;Completed;14/05/2015;14/05/2015;
Priority;;West;25/05/2015;524 2 05 30;524 2 05 30 5 048;United Mission to Nepal;;Chandra Jyoti Integrated Development Society;Dhading;Jiwanpur;9;Shelter;Tarpaulin;;367;367;;;;Completed;14/05/2015;14/05/2015;
Priority;;West;25/05/2015;524 2 05 30;524 2 05 30 5 048;United Mission to Nepal;;Chandra Jyoti Integrated Development Society;Dhading;Jiwanpur;All;NFI;Blankets;;1825;0;;;;Ongoing / In Country Stock;14/05/2015;;
Priority;;West;25/05/2015;524 2 05 30;524 2 05 30 5 048;United Mission to Nepal;;Chandra Jyoti Integrated Development Society;Dhading;Jiwanpur;All;NFI;Household kits (excluding tarpaulins);;1825;0;;;;Ongoing / In Country Stock;14/05/2015;;
Priority;;West;25/05/2015;524 2 05 30;524 2 05 30 5 048;United Mission to Nepal;;Chandra Jyoti Integrated Development Society;Dhading;Jiwanpur;All;Shelter;Tarpaulin;;1825;0;;;;Ongoing / In Country Stock;14/05/2015;;
Priority;;West;25/05/2015;524 2 05 30;524 2 05 30 5 048;United Mission to Nepal;;Chandra Jyoti Integrated Development Society;Dhading;Jiwanpur;All;Shelter;Tool Kits;;365;0;;;;Planned (funded);;;
Priority;No road access - possibly no helicopter landing sites;West;25/05/2015;524 2 05 30;524 2 05 30 5 017;United Mission to Nepal;;Namaste Rural Development Society (NRDS);Dhading;Lapa;All;NFI;Blankets;;1670;0;;;;Ongoing / In Country Stock;;;
Priority;No road access - possibly no helicopter landing sites;West;25/05/2015;524 2 05 30;524 2 05 30 5 017;United Mission to Nepal;;Namaste Rural Development Society (NRDS);Dhading;Lapa;All;NFI;Household kits (excluding tarpaulins);;835;0;;;;Ongoing / In Country Stock;;;
Priority;No road access - possibly no helicopter landing sites;West;25/05/2015;524 2 05 30;524 2 05 30 5 017;United Mission to Nepal;;Namaste Rural Development Society (NRDS);Dhading;Lapa;All;Shelter;Tarpaulin;;1670;0;;;;Ongoing / In Country Stock;;;
Priority;No road access - possibly no helicopter landing sites;West;25/05/2015;524 2 05 30;524 2 05 30 5 017;United Mission to Nepal;;Namaste Rural Development Society (NRDS);Dhading;Lapa;All;Shelter;Tool Kits;;167;0;;;;Planned (funded);;;
Priority;4x4/Pickup access;West;25/05/2015;524 2 05 30;524 2 05 30 5 040;United Mission to Nepal;;Prayas Nepal;Dhading;Mahadevsthan;All;NFI;Blankets;;2440;0;;;;Ongoing / In Country Stock;;;
Priority;4x4/Pickup access;West;25/05/2015;524 2 05 30;524 2 05 30 5 040;United Mission to Nepal;;Prayas Nepal;Dhading;Mahadevsthan;All;NFI;Household kits (excluding tarpaulins);;1220;0;;;;Ongoing / In Country Stock;;;
Priority;4x4/Pickup access;West;25/05/2015;524 2 05 30;524 2 05 30 5 040;United Mission to Nepal;;Prayas Nepal;Dhading;Mahadevsthan;All;Shelter;Tarpaulin;;2440;0;;;;Ongoing / In Country Stock;;;
Priority;4x4/Pickup access;West;25/05/2015;524 2 05 30;524 2 05 30 5 040;United Mission to Nepal;;Prayas Nepal;Dhading;Mahadevsthan;All;Shelter;Tool Kits;;244;0;;;;Planned (funded);;;
Priority;Truck access;West;25/05/2015;524 2 05 30;524 2 05 30 5 045;United Mission to Nepal;;Prayas Nepal;Dhading;Pida;All;NFI;Blankets;;4340;0;;;;Ongoing / In Country Stock;;;
Priority;Truck access;West;25/05/2015;524 2 05 30;524 2 05 30 5 045;United Mission to Nepal;;Prayas Nepal;Dhading;Pida;All;NFI;Household kits (excluding tarpaulins);;2170;0;;;;Ongoing / In Country Stock;;;
Priority;Truck access;West;25/05/2015;524 2 05 30;524 2 05 30 5 045;United Mission to Nepal;;Prayas Nepal;Dhading;Pida;All;Shelter;Tarpaulin;;4340;0;;;;Ongoing / In Country Stock;;;
Priority;Truck access;West;25/05/2015;524 2 05 30;524 2 05 30 5 045;United Mission to Nepal;;Prayas Nepal;Dhading;Pida;All;Shelter;Tool Kits;;434;0;;;;Planned (funded);;;
Priority;;West;25/05/2015;524 2 05 30;524 2 05 30 5 018;United Mission to Nepal;;Himalayan Community Salvation Society (HIMS);Dhading;Rigaun;All;NFI;Blankets;;2180;0;;;;Ongoing / In Country Stock;;;
Priority;;West;25/05/2015;524 2 05 30;524 2 05 30 5 018;United Mission to Nepal;;Himalayan Community Salvation Society (HIMS);Dhading;Rigaun;All;Shelter;Tarpaulin;;2180;0;;;;Ongoing / In Country Stock;;;
Priority;;West;25/05/2015;524 2 05 30;524 2 05 30 5 018;United Mission to Nepal;;Himalayan Community Salvation Society (HIMS);Dhading;Rigaun;All;NFI;Household kits (excluding tarpaulins);;1090;683;;;;Ongoing / In Country Stock;13/05/2015;;
Priority;;West;25/05/2015;524 2 05 30;524 2 05 30 5 018;United Mission to Nepal;;Himalayan Community Salvation Society (HIMS);Dhading;Rigaun;All;Shelter;Tool Kits;;218;0;;;;Planned (funded);;;
Priority;;West;16/08/2015;524 3 07 36;524 3 07 36 5 039;United Vision Nepal;;;Gorkha;Chunchet;All;Shelter;Tarpaulin;Targeted group;;60;3864;;43;Completed;12/05/2015;29/05/2015;Relief included Rice, Dal, Salt, Oil, Tarpaulins, Buckets,plates, Cups, Cooking pots, soaps, ORS, Metronidazol tablets andParacetamol tablets
Priority;No road access - possibly no helicopter landing sites;West;16/08/2015;524 3 07 36;524 3 07 36 5 043;United Vision Nepal;;;Gorkha;Sirdibas;9;Shelter;Tarpaulin;;;75;513;;25;Completed;13-May-15;13-May-15;Relief included Rice, Dal, Salt, Oil, Tarpaulins, ORS, Metronidazol tablets andParacetamol tablets
Priority;No road access - possible helicopter landing sites;East;16/08/2015;524 2 05 23;524 2 05 23 5 065;United Vision Nepal;humedica;;Sindhupalchok;Helambu;All;NFI;Kitchen Sets;All / Blanket;7;954;1800;;;Completed;05/07/2015;09/08/2015;
Priority;;East;16/08/2015;524 2 05 23;524 2 05 23 5 064;United Vision Nepal;humedica;;Sindhupalchok;Ghuyang (Thanpalchap);All;NFI;Kitchen Sets;All / Blanket;7;1139;1800;;;Completed;10/07/2015;15/07/2015;
Priority;;East;16/08/2015;524 2 05 23;524 2 05 23 5 059;United Vision Nepal;humedica;;Sindhupalchok;Mahangkal;All;NFI;Kitchen Sets;All / Blanket;7;1312;1800;;;Completed;20/07/2015;09/08/2015;
Priority;Tractor access;East;16/08/2015;524 2 05 23;524 2 05 23 5 071;United Vision Nepal;humedica;;Sindhupalchok;Thakani;All;NFI;Kitchen Sets;All / Blanket;7;950;1800;;;Completed;24/07/2015;24/07/2015;
Priority;;East;16/08/2015;524 2 05 23;524 2 05 23 5 078;United Vision Nepal;humedica;;Sindhupalchok;Phataksila;All;NFI;Kitchen Sets;All / Blanket;7;1232;1800;;;Completed;30/07/2015;30/07/2015;
Priority;No road access - possible helicopter landing sites;East;16/08/2015;524 2 05 23;524 2 05 23 5 065;United Vision Nepal;humedica;;Sindhupalchok;Helambu;All;NFI;Buckets with lid;All / Blanket;1;954;200;;;Completed;05/07/2015;09/08/2015;
Priority;;East;16/08/2015;524 2 05 23;524 2 05 23 5 064;United Vision Nepal;humedica;;Sindhupalchok;Ghuyang (Thanpalchap);All;NFI;Buckets with lid;All / Blanket;1;1139;200;;;Completed;10/07/2015;15/07/2015;
Priority;;East;16/08/2015;524 2 05 23;524 2 05 23 5 059;United Vision Nepal;humedica;;Sindhupalchok;Mahangkal;All;NFI;Buckets with lid;All / Blanket;1;1312;200;;;Completed;20/07/2015;09/08/2015;
Priority;Tractor access;East;16/08/2015;524 2 05 23;524 2 05 23 5 071;United Vision Nepal;humedica;;Sindhupalchok;Thakani;All;NFI;Buckets with lid;All / Blanket;1;950;200;;;Completed;24/07/2015;24/07/2015;
Priority;;East;16/08/2015;524 2 05 23;524 2 05 23 5 078;United Vision Nepal;humedica;;Sindhupalchok;Phataksila;All;NFI;Buckets with lid;All / Blanket;1;1232;200;;;Completed;30/07/2015;30/07/2015;
Priority;No road access - possible helicopter landing sites;East;16/08/2015;524 2 05 23;524 2 05 23 5 065;United Vision Nepal;humedica;;Sindhupalchok;Helambu;All;NFI;Lighting (Lamps, Candles);All / Blanket;1;954;500;;;Completed;05/07/2015;09/08/2015;Torch
Priority;;East;16/08/2015;524 2 05 23;524 2 05 23 5 064;United Vision Nepal;humedica;;Sindhupalchok;Ghuyang (Thanpalchap);All;NFI;Lighting (Lamps, Candles);All / Blanket;1;1139;500;;;Completed;10/07/2015;15/07/2015;Torch
Priority;;East;16/08/2015;524 2 05 23;524 2 05 23 5 059;United Vision Nepal;humedica;;Sindhupalchok;Mahangkal;All;NFI;Lighting (Lamps, Candles);All / Blanket;1;1312;500;;;Completed;20/07/2015;09/08/2015;Torch
Priority;Tractor access;East;16/08/2015;524 2 05 23;524 2 05 23 5 071;United Vision Nepal;humedica;;Sindhupalchok;Thakani;All;NFI;Lighting (Lamps, Candles);All / Blanket;1;950;500;;;Completed;24/07/2015;24/07/2015;Torch
Priority;;East;16/08/2015;524 2 05 23;524 2 05 23 5 078;United Vision Nepal;humedica;;Sindhupalchok;Phataksila;All;NFI;Lighting (Lamps, Candles);All / Blanket;1;1232;500;;;Completed;30/07/2015;30/07/2015;Torch
Priority;Truck access;East;24/08/2015;524 2 05 23;524 2 05 23 5 002;VYIF-Nepal;USAID/IOM;;Sindhupalchok;Barhabise;4;Shelter;Tarpaulin;All / Blanket;70;70;;;;Completed;02/06/2015;04/06/2015;
Priority;0;Central;24/08/2015;524 2 05 26;524 2 05 26 3 002;VYIF-Nepal;USAID/IOM;;Bhaktapur;Madhyapur Thimi Municipality;3;Shelter;Tarpaulin;All / Blanket;30;30;;;;Completed;06/06/2015;07/06/2015;
Priority;;East;24/08/2015;524 2 05 24;524 2 05 24 3 001;VYIF-Nepal;USAID/IOM;;Kabhrepalanchok;Dhulikhel Municipality;1;Shelter;Tarpaulin;All / Blanket;50;50;;;;Completed;09/06/2015;11/06/2015;
Priority;;East;24/08/2015;524 2 05 24;524 2 05 24 3 002;VYIF-Nepal;USAID/IOM;;Kabhrepalanchok;Panauti Municipality;13;Shelter;Tarpaulin;All / Blanket;50;50;;;;Completed;09/06/2015;11/06/2015;
Priority;No road access - possible helicopter landing sites;East;25/05/2015;524 2 05 23;524 2 05 23 5 066;We World Onlus;;Child Nepal (CN);Sindhupalchok;Bansbari;7;NFI;Blankets;;100;100;;;;Completed;12/05/2015;12/05/2015;
Priority;No road access - possible helicopter landing sites;East;25/05/2015;524 2 05 23;524 2 05 23 5 066;We World Onlus;;Child Nepal (CN);Sindhupalchok;Bansbari;8;NFI;Blankets;;100;100;;;;Ongoing / In Country Stock;14/05/2015;;
Priority;No road access - possible helicopter landing sites;East;25/05/2015;524 2 05 23;524 2 05 23 5 066;We World Onlus;;Child Nepal (CN);Sindhupalchok;Bansbari;8;Shelter;Tarpaulin;;100;100;;;;Ongoing / In Country Stock;14/05/2015;;
Priority;;East;25/05/2015;524 2 05 24;524 2 05 24 5 025;We World Onlus;;Nangshal Association Nepal;Kabhrepalanchok;Bhimkhori;7,8,9;Shelter;Tarpaulin;;173;173;;;;Completed;10/05/2015;10/05/2015;
Priority;No road access - possible helicopter landing sites;East;25/05/2015;524 2 05 23;524 2 05 23 5 063;We World Onlus;;Child Nepal (CN);Sindhupalchok;Bhotechaur;2;NFI;Blankets;;100;100;;;;Completed;12/05/2015;12/05/2015;
Priority;;East;25/05/2015;524 2 05 24;524 2 05 24 5 069;We World Onlus;;Nangshal Association Nepal;Kabhrepalanchok;Devitar;6;Shelter;Tarpaulin;;78;78;;;;Completed;10/05/2015;10/05/2015;
Priority;;East;25/05/2015;524 2 05 24;524 2 05 24 3 001;We World Onlus;;Nangshal Association Nepal;Kabhrepalanchok;Dhulikhel Municipality;Nayabasti;Shelter;Tarpaulin;;25;25;;;;Completed;10/05/2015;10/05/2015;
Priority;;East;25/05/2015;524 2 05 24;524 2 05 24 3 001;We World Onlus;;Nangshal Association Nepal;Kabhrepalanchok;Dhulikhel Municipality;Unknown;Shelter;Tarpaulin;;65;65;;;;Completed;10/05/2015;10/05/2015;
Priority;Truck access;East;25/05/2015;524 2 05 23;524 2 05 23 5 058;We World Onlus;;Child Nepal (CN);Sindhupalchok;Ichok;4;NFI;Blankets;;100;100;;;;Ongoing / In Country Stock;14/05/2015;;
Priority;Truck access;East;25/05/2015;524 2 05 23;524 2 05 23 5 058;We World Onlus;;Child Nepal (CN);Sindhupalchok;Ichok;4;Shelter;Tarpaulin;;100;100;;;;Ongoing / In Country Stock;14/05/2015;;
Priority;;East;25/05/2015;524 2 05 23;524 2 05 23 5 073;We World Onlus;;Child Nepal (CN);Sindhupalchok;Kiul;1;NFI;Blankets;;100;100;;;;Ongoing / In Country Stock;14/05/2015;;
Priority;;East;25/05/2015;524 2 05 23;524 2 05 23 5 073;We World Onlus;;Child Nepal (CN);Sindhupalchok;Kiul;1;Shelter;Tarpaulin;;100;100;;;;Ongoing / In Country Stock;14/05/2015;;
Priority;0;Central;25/05/2015;524 2 05 27;524 2 05 27 5 002;We World Onlus;;Global Action Nepal;Kathmandu;Lapsiphedi;Fedi, Kulamuni, Mahendra;NFI;Blankets;;1504;1504;;;;Completed;11/05/2015;13/05/2015;
Priority;0;Central;25/05/2015;524 2 05 27;524 2 05 27 5 002;We World Onlus;;Global Action Nepal;Kathmandu;Lapsiphedi;Fedi, Kulamuni, Mahendra;NFI;Household kits (excluding tarpaulins);;1370;1370;;;;Completed;11/05/2015;13/05/2015;
Priority;0;Central;25/05/2015;524 2 05 27;524 2 05 27 5 002;We World Onlus;;Global Action Nepal;Kathmandu;Lapsiphedi;Mahendra;NFI;Blankets;;35;35;;;;Planned (funded);16/05/2015;16/05/2015;
Priority;0;Central;25/05/2015;524 2 05 27;524 2 05 27 5 002;We World Onlus;;Global Action Nepal;Kathmandu;Lapsiphedi;Kulamani, Mahendra;NFI;Household kits (excluding tarpaulins);;169;169;;;;Planned (funded);16/05/2015;16/05/2015;
Priority;;East;25/05/2015;524 2 05 23;524 2 05 23 5 059;We World Onlus;;Child Nepal (CN);Sindhupalchok;Mahangkal;1;NFI;Blankets;;100;100;;;;Ongoing / In Country Stock;14/05/2015;;
Priority;;East;25/05/2015;524 2 05 23;524 2 05 23 5 059;We World Onlus;;Child Nepal (CN);Sindhupalchok;Mahangkal;1;Shelter;Tarpaulin;;100;100;;;;Ongoing / In Country Stock;14/05/2015;;
Priority;Truck access;East;25/05/2015;524 2 05 23;524 2 05 23 5 061;We World Onlus;;Child Nepal (CN);Sindhupalchok;Melamchi;5;NFI;Blankets;;100;100;;;;Ongoing / In Country Stock;14/05/2015;;
Priority;Truck access;East;25/05/2015;524 2 05 23;524 2 05 23 5 061;We World Onlus;;Child Nepal (CN);Sindhupalchok;Melamchi;5;Shelter;Tarpaulin;;100;100;;;;Ongoing / In Country Stock;14/05/2015;;
Priority;;Central;25/05/2015;524 2 05 27;524 2 05 27 5 001;We World Onlus;;Global Action Nepal;Kathmandu;Nanglebhare;Sharada;NFI;Blankets;;321;321;;;;Completed;11/05/2015;11/05/2015;
Priority;;Central;25/05/2015;524 2 05 27;524 2 05 27 5 001;We World Onlus;;Global Action Nepal;Kathmandu;Nanglebhare;Nabingram;NFI;Blankets;;400;400;;;;Completed;11/05/2015;11/05/2015;
Priority;;Central;25/05/2015;524 2 05 27;524 2 05 27 5 001;We World Onlus;;Global Action Nepal;Kathmandu;Nanglebhare;Chapabot;NFI;Blankets;;476;476;;;;Completed;11/05/2015;11/05/2015;
Priority;;Central;25/05/2015;524 2 05 27;524 2 05 27 5 001;We World Onlus;;Global Action Nepal;Kathmandu;Nanglebhare;Sharada;NFI;Household kits (excluding tarpaulins);;312;312;;;;Completed;11/05/2015;11/05/2015;
Priority;;Central;25/05/2015;524 2 05 27;524 2 05 27 5 001;We World Onlus;;Global Action Nepal;Kathmandu;Nanglebhare;Nabingram;NFI;Household kits (excluding tarpaulins);;400;400;;;;Completed;11/05/2015;11/05/2015;
Priority;;Central;25/05/2015;524 2 05 27;524 2 05 27 5 001;We World Onlus;;Global Action Nepal;Kathmandu;Nanglebhare;Chapabot;NFI;Household kits (excluding tarpaulins);;510;510;;;;Completed;11/05/2015;11/05/2015;
Priority;;Central;25/05/2015;524 2 05 27;524 2 05 27 5 001;We World Onlus;;Global Action Nepal;Kathmandu;Nanglebhare;Chapabot;NFI;Blankets;;34;34;;;;Planned (funded);16/05/2015;16/05/2015;
Priority;;East;25/05/2015;524 2 05 24;524 2 05 24 5 073;We World Onlus;;Nangshal Association Nepal;Kabhrepalanchok;Panchkhal;Baluwa;Shelter;Tarpaulin;;45;45;;;;Completed;10/05/2015;10/05/2015;
Priority;;East;25/05/2015;524 2 05 24;524 2 05 24 5 073;We World Onlus;;Nangshal Association Nepal;Kabhrepalanchok;Panchkhal;Aanpghari;Shelter;Tarpaulin;;57;57;;;;Completed;10/05/2015;10/05/2015;
Priority;4x4/Pickup access;East;25/05/2015;524 2 05 23;524 2 05 23 5 062;We World Onlus;;Child Nepal (CN);Sindhupalchok;Sindhukot;8;NFI;Blankets;;100;100;;;;Completed;12/05/2015;12/05/2015;
Priority;4x4/Pickup access;East;25/05/2015;524 2 05 23;524 2 05 23 5 062;We World Onlus;;Child Nepal (CN);Sindhupalchok;Sindhukot;8;Shelter;Tarpaulin;;100;100;;;;Completed;12/05/2015;12/05/2015;
Priority;Truck access;East;25/05/2015;524 2 05 23;524 2 05 23 5 060;We World Onlus;;Child Nepal (CN);Sindhupalchok;Talamarang;4, 5, 7;NFI;Blankets;;300;300;;;;Completed;11/05/2015;11/05/2015;
Priority;Truck access;East;25/05/2015;524 2 05 23;524 2 05 23 5 060;We World Onlus;;Child Nepal (CN);Sindhupalchok;Talamarang;4, 5, 7;Shelter;Tarpaulin;;300;300;;;;Completed;11/05/2015;11/05/2015;
Priority;;Central;24/08/2015;524 2 05 27;524 2 05 27 1 001;Welthungerhilfe;;;Kathmandu;Kathmandu Metropolitan;Unknown;Shelter;Tarpaulin;Targeted group;;70;;23;14;Completed;19/06/2015;23/06/2015;
Priority;;East;24/08/2015;524 2 05 23;524 2 05 23 5 015;Welthungerhilfe;;Rural Reconstruction Nepal;Sindhupalchok;Gunsakun;Unknown;NFI;Blankets;Targeted group;;580;;45;580;Completed;06/05/2015;08/05/2015;Blankets 
Priority;;East;24/08/2015;524 2 05 23;524 2 05 23 5 064;Welthungerhilfe;;Rural Reconstruction Nepal;Sindhupalchok;Ghuyang (Thanpalchap);Unknown;NFI;Blankets;Targeted group;;1042;;87;595;Completed;09/05/2015;10/05/2015;Blankets 
Priority;;East;24/08/2015;524 2 05 23;524 2 05 23 5 064;Welthungerhilfe;;Rural Reconstruction Nepal;Sindhupalchok;Ghuyang (Thanpalchap);Unknown;Shelter;Tarpaulin;Targeted group;;1042;;87;595;Completed;09/05/2015;10/05/2015;
Priority;;East;24/08/2015;524 2 05 23;524 2 05 23 5 068;Welthungerhilfe;;Rural Reconstruction Nepal;Sindhupalchok;Thapalkot;Unknown;Shelter;Tarpaulin;Targeted group;;298;;31;212;Completed;09/05/2015;10/05/2015;
Priority;;East;24/08/2015;524 2 05 23;524 2 05 23 5 015;Welthungerhilfe;;Rural Reconstruction Nepal;Sindhupalchok;Gunsakun;Unknown;Shelter;Tarpaulin;Targeted group;;580;;45;580;Completed;09/05/2015;10/05/2015;
Priority;;East;24/08/2015;524 2 05 23;524 2 05 23 5 010;Welthungerhilfe;;Rural Reconstruction Nepal;Sindhupalchok;Pedku;Unknown;Shelter;Tarpaulin;Targeted group;;400;;19;211;Completed;03/06/2015;04/06/2015;
Priority;Tractor access;West;24/08/2015;524 3 07 36;524 3 07 36 5 026;Welthungerhilfe;;Rural Reconstruction Nepal;Gorkha;Chhoprak;Unknown;Shelter;Tarpaulin;Targeted group;;1000;;114;500;Completed;12/05/2015;13/05/2015;
Priority;Truck access;West;24/08/2015;524 2 05 30;524 2 05 30 5 031;Welthungerhilfe;;Rural Reconstruction Nepal;Dhading;Kalleri;Unknown;Shelter;Tarpaulin;Targeted group;;1000;;55;419;Completed;12/05/2015;13/05/2015;
Priority;;West;24/08/2015;524 2 05 30;524 2 05 30 5 026;Welthungerhilfe;;Rural Reconstruction Nepal;Dhading;Nilkanth;Unknown;Shelter;Tarpaulin;Targeted group;;1000;;213;603;Completed;18/05/2015;22/05/2015;
Priority;;Central;24/08/2015;524 2 05 27;524 2 05 27 1 001;Welthungerhilfe;;Rural Reconstruction Nepal;Kathmandu;Kathmandu Metropolitan;Unknown;Shelter;Tarpaulin;Targeted group;;42;;14;14;Completed;11/06/2015;11/06/2015;
Priority;;Central;24/08/2015;524 2 05 27;524 2 05 27 5 019;Welthungerhilfe;;Rural Reconstruction Nepal;Kathmandu;Budhanilkantha;Unknown;Shelter;Tarpaulin;Targeted group;;158;;25;82;Completed;11/06/2015;11/06/2015;
Priority;0;Central;24/08/2015;524 2 05 27;524 2 05 27 5 014;Welthungerhilfe;;Rural Reconstruction Nepal;Kathmandu;Sundarijal;Unknown;Shelter;Tarpaulin;Targeted group;;171;;37;125;Completed;30/05/2015;31/05/2015;
Priority;0;Central;24/08/2015;524 2 05 27;524 2 05 27 5 015;Welthungerhilfe;;Rural Reconstruction Nepal;Kathmandu;Nayapati;Unknown;Shelter;Tarpaulin;Targeted group;;200;;13;102;Completed;30/05/2015;31/05/2015;
Priority;0;Central;24/08/2015;524 2 05 27;524 2 05 27 5 022;Welthungerhilfe;;Rural Reconstruction Nepal;Kathmandu;Baluwa;Unknown;Shelter;Tarpaulin;Targeted group;;171;;10;122;Completed;30/05/2015;31/05/2015;
